lokacija	broj_soba	kvadratura	sprat	novogradnja	centralno_grejanje	lift	parking	uknjizen	stanje	cena	klasa
Višnjicka banja	2	48	III-IV		DA			DA	1	1000	.9-1.1K
Višnjicka banja	2	40	III-IV	DA	DA	DA	DA	DA	1	1000	.9-1.1K
Višnjicka banja	2	40	III-IV	DA	DA	DA	DA	DA	1	1000	.9-1.1K
Višnjicka banja	1	42	V+	DA	DA	DA		DA	2	1000	.9-1.1K
Vukov Spomenik	2	37	P	NE	NE	NE			1	1000	.9-1.1K
Žarkovo	2	35	P	DA	NE					1000	.9-1.1K
Žarkovo	1	21	I-II		NE				1	1000	.9-1.1K
Žarkovo	2	42	I-II		NE					1000	.9-1.1K
Žarkovo	4	106	V+		DA	DA		DA	1	1000	.9-1.1K
Zemun-Nova Galenika	2	55	I-II		NE			DA		1000	.9-1.1K
Zemun-Nova Galenika	2	61	III-IV		DA	DA		DA	1	1000	.9-1.1K
Zemun-Novi grad	2	43	P	DA	DA		DA	DA	2	1000	.9-1.1K
Zemun-Novi grad	1	39	I-II	NE	NE		NE	DA		1000	.9-1.1K
Zemun-Novi grad	2	37	I-II	NE	NE		NE	DA	1	1000	.9-1.1K
Zemun-Kalvarija	3	62	P		DA	DA	DA	DA	1	1000	.9-1.1K
Zemun-Kalvarija	2	35	P	DA	NE		DA	DA	2	1000	.9-1.1K
Petlovo brdo	4	150	P	NE	NE			DA	2	999.3333333	.9-1.1K
Žarkovo	2	60	P		NE				2	998.3333333	.9-1.1K
Bežanijska kosa-Blokovi	2	51	V+		DA	DA	DA	DA	1	998.0392157	.9-1.1K
Kanarevo brdo	2	50	I-II	NE	DA		NE		1	998	.9-1.1K
Konjarnik	2	43	I-II	DA	NE			DA		997.6744186	.9-1.1K
Petlovo brdo	1	35	P	NE	DA			DA	1	997.1428571	.9-1.1K
Žarkovo	3	90	I-II		NE			DA		994.4444444	.9-1.1K
Zemun-Nova Galenika	3	64	V+		DA			DA	1	992.1875	.9-1.1K
Karaburma	2	63	I-II		NE			DA	1	992.0634921	.9-1.1K
Petlovo brdo	3	97	III-IV	NE	DA	DA		DA		989.6907216	.9-1.1K
Zemun-Save Kovačevića	3	96	I-II	DA	DA		DA		2	989.5833333	.9-1.1K
Labudovo brdo	4	94	I-II	NE			DA	DA	2	989.3617021	.9-1.1K
Karaburma	4	90	I-II		DA				2	988.8888889	.9-1.1K
Cerak	3	88	P	NE	DA	DA		DA	1	988.6363636	.9-1.1K
Zemun-Save Kovačevića	3	86	I-II	DA	NE	NE	DA		2	988.372093	.9-1.1K
Košutnjak	4	83	III-IV	NE	DA			DA	1	987.9518072	.9-1.1K
Mirijevo 1	3	80	I-II	NE	DA	DA		DA	1	987.5	.9-1.1K
Čukarička padina	2	40	V+	DA	DA	DA		DA	2	987.5	.9-1.1K
Čukarička padina	2	40	V+	DA	DA	DA		DA	2	987.5	.9-1.1K
Žarkovo	3	80	III-IV	DA	NE				2	987.5	.9-1.1K
Karaburma	3	78	III-IV	NE	NE		DA	DA	1	987.1794872	.9-1.1K
Kumodraž 2	3	76	I-II		DA					986.8421053	.9-1.1K
Mirijevo 1	4	70	I-II	DA	NE			DA	2	985.7142857	.9-1.1K
Zemun-Nova Galenika	3	67	V+		DA	DA		DA	2	985.0746269	.9-1.1K
Zemun-Novi grad	2	66	I-II	NE	NE		NE	DA		984.8484848	.9-1.1K
Zemun-Nova Galenika	2	65	I-II		DA	DA	DA	DA		984.6153846	.9-1.1K
Labudovo brdo	3	63	I-II	NE	DA				1	984.1269841	.9-1.1K
Kanarevo brdo	3	61	V+	NE	DA	DA	NE	DA		981.9672131	.9-1.1K
Kanarevo brdo	2	55	I-II	NE	DA		NE	DA		981.8181818	.9-1.1K
Karaburma	2	54	I-II		NE			NE	1	981.4814815	.9-1.1K
Kumodraž 2	2	51	P	NE	DA	DA		DA	1	980.3921569	.9-1.1K
Mirijevo 1	2	51	III-IV	NE	DA			DA	1	980.3921569	.9-1.1K
Višnjicka banja	4	102	I-II	DA	NE		DA		0	980.3921569	.9-1.1K
Zemun-Nova Galenika	3	51	I-II		NE				1	980.3921569	.9-1.1K
Julino brdo	2	50	I-II		DA	NE		DA		980	.9-1.1K
Medaković 1	2	50	I-II	NE	DA	DA	DA			980	.9-1.1K
Medaković 1	2	50	I-II	NE	DA	DA	DA			980	.9-1.1K
Zemun-Kalvarija	2	53	I-II	NE	NE			DA	1	979.245283	.9-1.1K
Mirijevo 1	2	47	I-II	DA	NE				1	978.7234043	.9-1.1K
Labudovo brdo	2	51	V+		DA	DA				978.4313725	.9-1.1K
Vidikovac	3	92	V+		DA	DA	DA	DA	1	978.2608696	.9-1.1K
Konjarnik-Denkova basta 	1	45	III-IV	DA	DA			DA	1	977.7777778	.9-1.1K
Zemun-Nova Galenika	4	90	III-IV		DA	DA		DA		977.7777778	.9-1.1K
Labudovo brdo	3	88	V+		DA					977.2727273	.9-1.1K
Bele Vode	2	43	I-II		NE					976.744186	.9-1.1K
Julino brdo	3	85	I-II	NE	DA	DA	DA	DA	1	976.4705882	.9-1.1K
Medaković 2	1	42	P		DA			DA		976.1904762	.9-1.1K
Borča	1	41	III-IV	DA	NE				2	975.6097561	.9-1.1K
Zemun-Kalvarija	2	41	P		NE			DA		975.6097561	.9-1.1K
Zemun-Kalvarija	3	41	P	NE	NE				1	975.6097561	.9-1.1K
Mirijevo 2	2	60	I-II	NE	DA		DA	DA	2	975	.9-1.1K
Medaković 1	4	79	I-II	NE	NE			DA	1	974.6835443	.9-1.1K
Medaković 1	4	79	I-II	NE	NE			DA	1	974.6835443	.9-1.1K
Petlovo brdo	2	39	I-II	DA	NE				2	974.3589744	.9-1.1K
Zemun-Novi grad	1	39	I-II	NE	NE		DA	DA		974.3589744	.9-1.1K
Labudovo brdo	1	38	V+	DA	DA	DA		DA		973.6842105	.9-1.1K
Karaburma	1	37	P	DA	DA			NE	2	972.972973	.9-1.1K
Petlovo brdo	3	77	P	NE	NE		NE	DA	1	972.7272727	.9-1.1K
Borča	3	70	V+	NE	DA	DA			1	971.4285714	.9-1.1K
Petlovo brdo	3	70	I-II	NE	NE			DA	0	971.4285714	.9-1.1K
Borča	1	41	P	NE	DA				1	970.7317073	.9-1.1K
Bele Vode	2	67	P		DA				1	970.1492537	.9-1.1K
Labudovo brdo	3	67	V+	DA	DA	DA	DA	DA		970.1492537	.9-1.1K
Petlovo brdo	3	67	I-II	NE	DA			DA	0	970.1492537	.9-1.1K
Zemun-Nova Galenika	2	65	P		DA	DA		DA		969.2307692	.9-1.1K
Labudovo brdo	3	64	V+	NE	DA	DA		DA	1	968.75	.9-1.1K
Labudovo brdo	3	64	V+	NE	DA	DA			1	968.75	.9-1.1K
Novi Beograd-Studentski grad	2	64	V+	NE	DA	DA	DA	DA	0	968.75	.9-1.1K
Bežanijska kosa-Blokovi	4	94	I-II	DA	DA	DA			1	968.0851064	.9-1.1K
Autokomanda	2	65	V+		NE	DA	DA	DA	1	967.6923077	.9-1.1K
Autokomanda	2	65	V+		NE	DA	DA	DA	1	967.6923077	.9-1.1K
Vidikovac	3	92	I-II		DA	DA		DA	1	967.3913043	.9-1.1K
Autokomanda	2	60	I-II		NE			DA	0	966.6666667	.9-1.1K
Mirijevo 2	2	60	V+		DA	DA		DA	2	966.6666667	.9-1.1K
Učiteljsko naselje	3	60	III-IV	NE	DA			DA	2	966.6666667	.9-1.1K
Žarkovo	2	30	I-II		NE					966.6666667	.9-1.1K
Zemun-Nova Galenika	3	60	I-II	DA	NE			DA	2	966.6666667	.9-1.1K
Zemun-Nova Galenika	2	60	III-IV	NE	DA	DA		DA		966.6666667	.9-1.1K
Kanarevo brdo	3	58	III-IV	NE	DA	NE	NE	DA	1	965.5172414	.9-1.1K
Petlovo brdo	3	58	I-II		NE			DA		965.5172414	.9-1.1K
Medaković 3	2	57	I-II							964.9122807	.9-1.1K
Mirijevo 2	2	59	V+		DA	DA	DA	DA	2	964.4067797	.9-1.1K
Zemun-Save Kovačevića	2	59	V+	NE	NE			DA	0	964.4067797	.9-1.1K
Cerak	1	28	P	DA	DA			DA	1	964.2857143	.9-1.1K
Petlovo brdo	1	28	I-II	DA	DA			DA	2	964.2857143	.9-1.1K
Žarkovo	4	83	III-IV		DA			DA	1	963.8554217	.9-1.1K
Zemun-Nova Galenika	3	83	I-II		DA			DA		963.8554217	.9-1.1K
Kumodraž 1	3	55	P	DA	DA			DA	1	963.6363636	.9-1.1K
Kanarevo brdo	1	41	III-IV	NE	DA	NE	NE	DA	0	963.4146341	.9-1.1K
Medaković 3	1	27	I-II		NE			DA		962.962963	.9-1.1K
Petlovo brdo	3	54	V+		DA					962.962963	.9-1.1K
Rakovica	3	54	P	NE	DA		DA		1	962.962963	.9-1.1K
Dušanovac	3	53	V+	NE	NE	DA			1	962.2641509	.9-1.1K
Borča	2	52	I-II	NE	DA				1	961.5384615	.9-1.1K
Kanarevo brdo	2	52	III-IV	NE	DA	NE	NE	DA	1	961.5384615	.9-1.1K
Konjarnik	3	78	P	NE	DA			DA	1	961.5384615	.9-1.1K
Petlovo brdo	2	39	P	DA	NE			NE	2	961.5384615	.9-1.1K
Zemun-Nova Galenika	3	52	I-II		NE					961.5384615	.9-1.1K
Zemun-Novi grad	3	78	I-II	NE	NE	NE	NE	DA	1	961.5384615	.9-1.1K
Labudovo brdo	2	51	V+	DA	DA	DA		DA	1	960.7843137	.9-1.1K
Kumodraž 2	2	50	III-IV		DA		DA		1	960	.9-1.1K
Banjica	1	24	P		DA	DA		DA	1	958.3333333	.9-1.1K
Košutnjak	4	96	III-IV	NE	DA	DA		DA	2	958.3333333	.9-1.1K
Rakovica	4	96	III-IV		DA	DA		DA	1	958.3333333	.9-1.1K
Kalemegdan	2	48	I-II	NE	NE	NE		DA		956.25	.9-1.1K
Vidikovac	4	91	I-II		DA	DA		DA	1	956.043956	.9-1.1K
Višnjicka banja	2	68	P	DA	NE		DA	DA	1	955.8823529	.9-1.1K
Kanarevo brdo	1	44	P	NE	DA		NE		0	954.5454545	.9-1.1K
Karaburma	3	66	III-IV	NE	NE		DA	DA	1	954.5454545	.9-1.1K
Labudovo brdo	3	65	P	NE	DA	DA		DA	1	953.8461538	.9-1.1K
Mirijevo 1	2	54	I-II	DA	NE			NE	2	953.7037037	.9-1.1K
Mirijevo 2	2	54	III-IV	NE	DA			DA	0	953.7037037	.9-1.1K
Višnjicka banja	2	64	I-II		DA		DA	NE	1	953.125	.9-1.1K
Kumodraž 1	2	42	I-II	DA	NE		DA	DA		952.3809524	.9-1.1K
Petlovo brdo	2	42	I-II	NE	NE			DA	1	952.3809524	.9-1.1K
Mirijevo 1	3	83	I-II	NE	DA			DA	1	951.8072289	.9-1.1K
Višnjicka banja	3	83	V+	DA	DA	DA		DA	2	951.8072289	.9-1.1K
Novi Beograd-Studentski grad	3	62	V+		DA	DA	DA	DA		951.6129032	.9-1.1K
Medaković 2	2	41	V+		DA	DA	DA	DA	1	951.2195122	.9-1.1K
Bele Vode	1	30	P	DA	NE			DA	1	950	.9-1.1K
Bele Vode	1	27	P	DA	NE			DA	1	950	.9-1.1K
Bele Vode	1	28	III-IV	DA	NE			DA	1	950	.9-1.1K
Borča	1	40	I-II		DA					950	.9-1.1K
Cerak	3	60	I-II	DA	DA					950	.9-1.1K
Julino brdo	1	42	I-II	NE	DA	DA	NE	NE		950	.9-1.1K
Petlovo brdo	1	22	P	DA	DA			NE		950	.9-1.1K
Višnjicka banja	3	83	III-IV	DA	DA	DA		DA	2	950	.9-1.1K
Petlovo brdo	2	61	I-II	NE	DA			DA	1	949.1803279	.9-1.1K
Medaković 3	2	59	P		DA	DA		DA		949.1525424	.9-1.1K
Karaburma	1	41	P	NE	DA			DA	1	948.7804878	.9-1.1K
Banjica	2	58	V+	NE	DA	DA		DA		948.2758621	.9-1.1K
Julino brdo	2	58	V+	NE	DA	DA	NE	DA	1	948.2758621	.9-1.1K
Kanarevo brdo	3	58	I-II	NE	DA		NE	DA	0	948.2758621	.9-1.1K
Petlovo brdo	2	58	I-II	DA	NE			DA	1	948.2758621	.9-1.1K
Žarkovo	1	29	P		NE					948.2758621	.9-1.1K
Višnjicka banja	2	48	III-IV		DA			DA	0	947.9166667	.9-1.1K
Krnjača	3	47	I-II	DA	NE	NE	DA		2	946.8085106	.9-1.1K
Rakovica	2	56	I-II		NE			NE	2	946.4285714	.9-1.1K
Bele Vode	3	65	III-IV	DA	DA				1	946.1538462	.9-1.1K
Filmski grad	4	102	I-II	NE	NE		DA	NE	0	946.0784314	.9-1.1K
Mirijevo 1	2	37	I-II	DA	NE				2	945.9459459	.9-1.1K
Kanarevo brdo	2	55	P	NE	DA		NE	DA	1	945.4545455	.9-1.1K
Bele Vode	1	20	I-II		NE			DA	1	945	.9-1.1K
Medaković 2	3	72	I-II		DA	DA		DA	2	944.4444444	.9-1.1K
Rakovica	2	55	I-II	NE	DA	DA		DA	1	943.6363636	.9-1.1K
Mirijevo 2	3	88	I-II	NE	DA	DA	DA	DA	1	943.1818182	.9-1.1K
Mirijevo 2	3	87	I-II	NE	DA	DA		DA	1	942.5287356	.9-1.1K
Medaković 3	4	104	V+	NE	DA	DA			1	942.3076923	.9-1.1K
Golf naselje	4	85	III-IV		DA	DA		DA		941.1764706	.9-1.1K
Mirijevo 2	1	34	I-II	NE	DA	DA			1	941.1764706	.9-1.1K
Mirijevo 2	3	85	III-IV		DA			DA	1	941.1764706	.9-1.1K
Cerak	4	85	I-II		DA		DA	DA	1	940	.9-1.1K
Bele Vode	3	66	I-II	DA	DA			DA	1	939.3939394	.9-1.1K
Borča	1	33	I-II	NE	DA				1	939.3939394	.9-1.1K
Labudovo brdo	4	82	V+	NE	DA	DA			2	939.0243902	.9-1.1K
Bele Vode	2	49	I-II		NE	NE			1	938.7755102	.9-1.1K
Rakovica	1	49	III-IV		NE			NE	1	938.7755102	.9-1.1K
Labudovo brdo	1	34	P	NE	NE			DA		938.2352941	.9-1.1K
Bele Vode	2	64	P		DA				1	937.5	.9-1.1K
Konjarnik-Denkova basta 	2	32	III-IV	DA	NE				1	937.5	.9-1.1K
Labudovo brdo	2	64	V+	NE	DA			DA	0	937.5	.9-1.1K
Labudovo brdo	3	64	V+	NE	DA	DA			1	937.5	.9-1.1K
Mirijevo 2	3	80	V+	NE	DA	DA		DA	1	937.5	.9-1.1K
Višnjicka banja	2	64	III-IV		DA				1	937.5	.9-1.1K
Višnjicka banja	2	64	III-IV	NE	DA				2	937.5	.9-1.1K
Labudovo brdo	1	49	III-IV	NE	DA				1	936.7346939	.9-1.1K
Petlovo brdo	3	62	V+	NE	DA	DA		DA		935.483871	.9-1.1K
Medaković 1	2	48	V+		DA	DA		DA		935.4166667	.9-1.1K
Medaković 1	2	48	V+		DA	DA		DA		935.4166667	.9-1.1K
Rakovica	3	77	V+	NE	DA	DA			1	935.0649351	.9-1.1K
Petlovo brdo	1	46	I-II		DA			DA		934.7826087	.9-1.1K
Zemun-Novi grad	2	53	I-II	NE	NE		NE	DA		933.9622642	.9-1.1K
Mirijevo 2	2	59	V+		DA	DA		DA	1	932.2033898	.9-1.1K
Vidikovac	3	103	III-IV		DA			DA	1	932.038835	.9-1.1K
Petlovo brdo	3	59	V+	NE	DA	DA		DA	1	932.0338983	.9-1.1K
Krnjača	1	29	P	DA	NE	NE	NE	NE	2	931.0344828	.9-1.1K
Petlovo brdo	1	29	P	DA	NE				1	931.0344828	.9-1.1K
Učiteljsko naselje	3	58	P	DA	NE			NE		931.0344828	.9-1.1K
Žarkovo	1	29	I-II	NE	NE				0	931.0344828	.9-1.1K
Bele Vode	1	43	III-IV	NE			DA	DA	1	930.2325581	.9-1.1K
Labudovo brdo	2	57	III-IV	DA	DA					929.8245614	.9-1.1K
Zemun-Nova Galenika	3	71	III-IV		DA	DA		DA		929.5774648	.9-1.1K
Medaković 3	1	31	I-II	DA	NE		DA	DA		929.0322581	.9-1.1K
Autokomanda	3	70	V+		DA	DA		DA	1	928.5714286	.9-1.1K
Bele Vode	2	28	P		NE			DA	1	928.5714286	.9-1.1K
Borča	2	70	I-II		DA			DA		928.5714286	.9-1.1K
Cerak	2	56	I-II	NE	NE				1	928.5714286	.9-1.1K
Karaburma	2	56	III-IV		NE			DA	1	928.5714286	.9-1.1K
Krnjača	1	28	I-II	DA	NE	NE	NE			928.5714286	.9-1.1K
Petlovo brdo	1	28	I-II	DA	NE		DA	DA	1	928.5714286	.9-1.1K
Petlovo brdo	3	70	I-II	NE	DA	DA		DA	0	928.5714286	.9-1.1K
Vidikovac	3	70	P		DA				1	928.5714286	.9-1.1K
Žarkovo	4	112	V+	NE	DA				1	928.5714286	.9-1.1K
Zemun-Novi grad	1	28	P	DA	NE		DA	DA		928.5714286	.9-1.1K
Zemun-Novi grad	1	28	P	DA	NE		DA	DA		928.5714286	.9-1.1K
Petlovo brdo	1	43	I-II	DA	DA			DA	2	927.9069767	.9-1.1K
Kanarevo brdo	2	56	III-IV	NE	DA		DA	DA		926.7857143	.9-1.1K
Petlovo brdo	2	34	I-II	DA	NE		DA	DA	1	926.4705882	.9-1.1K
Žarkovo	3	68	I-II		NE			DA		926.4705882	.9-1.1K
Medaković 1	2	54	V+	NE	DA	DA			1	925.9259259	.9-1.1K
Medaković 1	2	54	V+	NE	DA	DA			1	925.9259259	.9-1.1K
Medaković 2	3	54	I-II	NE	NE			DA		925.9259259	.9-1.1K
Medaković 2	2	54	V+		DA					925.9259259	.9-1.1K
Medaković 2	2	54	V+		DA					925.9259259	.9-1.1K
Petlovo brdo	1	27	V+	DA	NE			DA	1	925.9259259	.9-1.1K
Rakovica	1	27	V+		DA			NE	2	925.9259259	.9-1.1K
Žarkovo	1	27	I-II		NE			DA		925.9259259	.9-1.1K
Zemun-Save Kovačevića	2	54	I-II	NE	NE			DA	0	925.9259259	.9-1.1K
Višnjicka banja	3	88	P	DA	DA			DA	2	925	.9-1.1K
Višnjicka banja	3	87	P	DA	DA			DA	2	925	.9-1.1K
Višnjicka banja	3	93	P	DA		DA		DA	2	925	.9-1.1K
Višnjicka banja	3	85	P	DA	DA	DA		DA	2	925	.9-1.1K
Višnjicka banja	3	90	III-IV	DA	DA	DA		DA	2	925	.9-1.1K
Višnjicka banja	3	83	III-IV	DA	DA	DA	DA	DA	2	925	.9-1.1K
Višnjicka banja	4	91	V+	DA	DA	DA		DA	2	925	.9-1.1K
Višnjicka banja	3	86	III-IV	DA	DA	DA		DA	0	924.4186047	.9-1.1K
Vidikovac	1	54	P		DA			DA		924.0740741	.9-1.1K
Kanarevo brdo	3	78	I-II	NE	DA		NE	DA	1	923.0769231	.9-1.1K
Medaković 2	1	39	III-IV		DA	DA		DA		923.0769231	.9-1.1K
Zemun-Nova Galenika	2	66	III-IV		DA	DA		DA	1	922.7272727	.9-1.1K
Labudovo brdo	4	90	III-IV	NE	DA		DA	DA	2	922.2222222	.9-1.1K
Novi Beograd-Fontana	3	65	V+	NE	DA	DA	NE	DA	0	921.5384615	.9-1.1K
Cerak	3	76	I-II						1	921.0526316	.9-1.1K
Rakovica	1	38	I-II		DA	DA		DA	1	921.0526316	.9-1.1K
Beli dvor	4	250	III-IV		DA	DA		DA		920	.9-1.1K
Cerak	3	100	I-II		DA			DA		920	.9-1.1K
Medaković 2	1	25	P	DA	NE				1	920	.9-1.1K
Kanarevo brdo	2	56	P	NE	DA	DA	NE	DA	1	919.6428571	.9-1.1K
Labudovo brdo	3	82	V+		DA			DA		919.5121951	.9-1.1K
Mirijevo 1	1	37	III-IV	NE	DA	DA		DA	1	918.9189189	.9-1.1K
Kumodraž 1	2	49	P		NE			DA	0	918.3673469	.9-1.1K
Višnjicka banja	2	50	III-IV	NE	DA			DA	1	918	.9-1.1K
Bežanijska kosa-Blokovi	2	60	V+		DA				1	916.6666667	.9-1.1K
Kanarevo brdo	3	60	I-II	NE	NE		NE		1	916.6666667	.9-1.1K
Krnjača	1	24	I-II	DA	NE	NE	NE	NE	2	916.6666667	.9-1.1K
Mirijevo 1	1	24	P	NE	NE	NE			1	916.6666667	.9-1.1K
Mirijevo 1	3	60	V+	NE	DA	DA			0	916.6666667	.9-1.1K
Tašmajdan	3	72	I-II	NE	NE	NE	NE	NE	1	916.6666667	.9-1.1K
Kanarevo brdo	3	60	I-II	NE	NE		NE	DA	1	915	.9-1.1K
Zemun-Nova Galenika	3	82	III-IV		DA			DA	1	914.6341463	.9-1.1K
Cerak	1	48	III-IV	NE	NE	NE		DA	1	914.5833333	.9-1.1K
Kanarevo brdo	1	29	P	NE	NE		NE			913.7931034	.9-1.1K
Filmski grad	1	40	I-II	DA	NE		NE			912.5	.9-1.1K
Labudovo brdo	3	80	V+	DA	NE	DA		DA	2	912.5	.9-1.1K
Višnjicka banja	3	57	I-II		NE			DA	0	912.2807018	.9-1.1K
Julino brdo	1	34	I-II	NE	DA	NE	NE	NE	1	911.7647059	.9-1.1K
Labudovo brdo	3	68	I-II	NE	DA		DA	DA	1	911.7647059	.9-1.1K
Labudovo brdo	3	68	I-II		DA			DA		911.7647059	.9-1.1K
Kanarevo brdo	2	55	P	NE	DA		NE	DA		909.0909091	.9-1.1K
Mirijevo 1	4	110	I-II	NE	DA			DA	2	909.0909091	.9-1.1K
Mirijevo 1	3	88	III-IV	NE	DA	DA			1	909.0909091	.9-1.1K
Mirijevo 2	2	54	V+		DA	DA	DA		1	907.4074074	.9-1.1K
Profesorska kolonija	2	43	P	NE	DA		DA	DA	1	906.9767442	.9-1.1K
Čukarička padina	2	43	V+	NE	DA	DA		DA		906.9767442	.9-1.1K
Mirijevo 2	3	64	V+	DA	DA	DA		DA	2	906.25	.9-1.1K
Čukarička padina	3	64	III-IV		NE				2	906.25	.9-1.1K
Čukarička padina	3	64	III-IV		NE				2	906.25	.9-1.1K
Zemun-Kalvarija	1	37	P		NE			DA		905.4054054	.9-1.1K
Labudovo brdo	2	63	P	NE	DA			DA	1	904.7619048	.9-1.1K
Kumodraž 1	1	26	I-II		NE					903.8461538	.9-1.1K
Višnjicka banja	3	83	III-IV	DA	DA	DA	DA	DA	1	903.6144578	.9-1.1K
Višnjicka banja	3	88	P	DA	DA	DA	DA	DA	1	903.4090909	.9-1.1K
Karaburma	1	31	III-IV		NE	NE			1	903.2258065	.9-1.1K
Kumodraž 1	2	42	P	NE	NE		DA	DA	1	902.3809524	.9-1.1K
Bežanijska kosa-Blokovi	4	92	V+		DA	DA	DA	DA	1	902.173913	.9-1.1K
Krnjača	2	46	I-II	NE	NE	NE	NE			902.173913	.9-1.1K
Krnjača	3	66	I-II	DA	NE	NE	NE		2	901.5151515	.9-1.1K
Borča	2	53	III-IV	DA	NE		DA	DA	2	900	.9-1.1K
Julino brdo	1	27	P	NE	DA	NE	NE	NE	2	900	.9-1.1K
Karaburma	3	75	I-II	NE	NE			DA	1	900	.9-1.1K
Krnjača	2	50	I-II	NE	NE	NE	DA	DA	1	900	.9-1.1K
Labudovo brdo	2	38	I-II	DA	DA					900	.9-1.1K
Medaković 3	2	44	I-II	DA	NE		DA	DA		900	.9-1.1K
Mirijevo 1	4	110	III-IV	NE	DA			DA	1	900	.9-1.1K
Petlovo brdo	2	50	P	NE	DA			DA	1	900	.9-1.1K
Petlovo brdo	1	30	III-IV	DA	NE				1	900	.9-1.1K
Rakovica	4	81	V+	NE	DA	DA		DA	1	900	.9-1.1K
Učiteljsko naselje	3	56	V+	DA	DA	DA	DA	NE	2	900	.9-1.1K
Vidikovac	2	40	I-II		NE			DA	1	900	.9-1.1K
Vidikovac	1	25	I-II	DA	NE					900	.9-1.1K
Žarkovo	3	60	I-II		NE					900	.9-1.1K
